drugs,from_user,text,time,geo_coordinates,iso_language_code,from_user_id_str,id_str,to_user,to_user_id_str,created_at,in_reply_to_status_id_str,source,profile_image_url,status_url,entities_str,compt
simvastatin,sasongkosazz,"Yak, saatnya Amlodipine 10mg n' Simvastatin 10mg pula tiap paginya ... (ง'̀⌣'́)ง",05/09/2012 23:38:58,"loc: -6.96039,110.40605",id,230908677,243493455035240448 ,,0,"Wed, 05 Sep 2012 23:38:58 +0000",,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2567341772/IMG-20120830-003761_normal.jpg,http://twitter.com/sasongkosazz/statuses/243493455035240448,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,CheyenneLela,@pizzadiamonds seriously!? I looked for a cure for so long then just ended up taking a hydrocodone :( wish I would have seen this sooner!,05/09/2012 18:13:04,"loc: 30.246364,-97.769145",en,19195441,243411439593877504 ,pizzadiamonds,242678106,"Wed, 05 Sep 2012 18:13:04 +0000",243196837031469057,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2577685552/rras0avlad1lw5sjimn7_normal.jpeg,http://twitter.com/CheyenneLela/statuses/243411439593877504,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":242678106,""name"":""christmastina"",""indices"":[0,14],""screen_name"":""pizzadiamonds"",""id_str"":""242678106""}]}",1
alprazolam,BaebeeCakes_,1st I took two alprazolam,05/09/2012 10:26:17,"loc: 31.265144,-92.466658",en,283249103,243293972334784512 ,,0,"Wed, 05 Sep 2012 10:26:17 +0000",,&lt;a href=&quot;http://mobile.twitter.com&quot;&gt;Mobile Web&lt;/a&gt;,http://a0.twimg.com/profile_images/2230395986/jbx6T4rw_normal,http://twitter.com/BaebeeCakes_/statuses/243293972334784512,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,Ayee_Yo_Nickk,That hydrocodone bout to have me gone. Night people.,05/09/2012 05:53:31,"loc: 31.747445,-93.101984",en,65758919,243225327453757440 ,,0,"Wed, 05 Sep 2012 05:53:31 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2390165511/image_normal.jpg,http://twitter.com/Ayee_Yo_Nickk/statuses/243225327453757440,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,TitanicClit,@taylormck strep. Get amoxicillin,05/09/2012 04:49:32,"loc: 64.835542,-147.790132",en,779848212,243209222978932736 ,taylormck,54198939,"Wed, 05 Sep 2012 04:49:32 +0000",243200821259538434,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2541127321/image_normal.jpg,http://twitter.com/TitanicClit/statuses/243209222978932736,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":54198939,""name"":""Taylor McKillican"",""indices"":[0,10],""screen_name"":""taylormck"",""id_str"":""54198939""}]}",1
zolpidem,dabdid,@M_lopezP gody soñax forte es natural y es bueno. Si el caso es grave. Zolpidem. Eso t duerm en bombas jajaja,05/09/2012 03:58:27,"loc: 4.81306,-75.717965",es,130763248,243196368825483264 ,M_lopezP,271647672,"Wed, 05 Sep 2012 03:58:27 +0000",243194919412449282,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2557865588/image_normal.jpg,http://twitter.com/dabdid/statuses/243196368825483264,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":271647672,""name"":""ManuLopez♥"",""indices"":[0,9],""screen_name"":""M_lopezP"",""id_str"":""271647672""}]}",1
azithromycin,YuYoPR1,"queeso""@Tony_Custodio: Me recetaron AZITHROMYCIN 250mg ... Tu me diceeeeees @Yad_RN19""",05/09/2012 00:25:11,"loc: 18.454865,-66.655897",pl,306457942,243142699220353025 ,,0,"Wed, 05 Sep 2012 00:25:11 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2563816859/E38r02Xd_normal,http://twitter.com/YuYoPR1/statuses/243142699220353025,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":363986690,""name"":""-Don Custo "",""indices"":[7,21],""screen_name"":""Tony_Custodio"",""id_str"":""363986690""},{""id"":240935224,""name"":""Yadiel Javier"",""indices"":[76,85],""screen_name"":""Yad_RN19"",""id_str"":""240935224""}]}",1
warfarin,drjamiewallis,"@Danielf90 cannulas, iv fluids.. Blasted warfarin day team forgot to prescribe? ;)",04/09/2012 22:32:20,"loc: 52.062085,1.151923",en,144559273,243114299906719744 ,Danielf90,23356571,"Tue, 04 Sep 2012 22:32:20 +0000",243114013830033408,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2546886319/image_normal.jpg,http://twitter.com/drjamiewallis/statuses/243114299906719744,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":23356571,""name"":""Daniel S"",""indices"":[0,10],""screen_name"":""Danielf90"",""id_str"":""23356571""}]}",1
amoxicillin,Lucy_Ely,@AMCoxy4 how did the amoxicillin work for the tonsillitis ? Thought that after you mentioned the plane ✈✈on twitter ...😁,04/09/2012 21:36:09,"loc: 51.369622,0.065845",en,227706980,243100161776185344 ,AMCoxy4,252024695,"Tue, 04 Sep 2012 21:36:09 +0000",240162762364448768,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2547955365/image_normal.jpg,http://twitter.com/Lucy_Ely/statuses/243100161776185344,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":252024695,""name"":""Adam Cox"",""indices"":[0,8],""screen_name"":""AMCoxy4"",""id_str"":""252024695""}]}",1
amoxicillin,TitanicClit,"@elli_lynn2013 yeah, I use to catch it so much when I was younger, my mom already had Amoxicillin on deck. Haha",04/09/2012 20:18:05,"loc: 64.83539,-147.790049",en,779848212,243080513865281537 ,elli_lynn2013,563411446,"Tue, 04 Sep 2012 20:18:05 +0000",243080296889716738,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2541127321/image_normal.jpg,http://twitter.com/TitanicClit/statuses/243080513865281537,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":563411446,""name"":""Elli Lynn A."",""indices"":[0,14],""screen_name"":""elli_lynn2013"",""id_str"":""563411446""}]}",1
amoxicillin,1017ESanchez,@Lega_Cee159 I need to buy all of these today :) the amoxicillin does that have to be prescribed by a doctor?,04/09/2012 18:07:16,"loc: 29.351483,-98.437952",en,323346364,243047594119544832 ,Lega_Cee159,461741962,"Tue, 04 Sep 2012 18:07:16 +0000",243031371973537792,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2526579434/image_normal.jpg,http://twitter.com/1017ESanchez/statuses/243047594119544832,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":461741962,""name"":""Cecily Nicole"",""indices"":[0,12],""screen_name"":""Lega_Cee159"",""id_str"":""461741962""}]}",1
citalopram,kissmyshades,@Factory_Foddr Well that was pointless. I don't know what's up with me but it's like I've been taking citalopram. Fuck's sake.,04/09/2012 17:58:09,"loc: 54.002166,-0.438382",en,20971787,243045298849587200 ,Factory_Foddr,563745656,"Tue, 04 Sep 2012 17:58:09 +0000",243038362179616768,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2541036127/image_normal.jpg,http://twitter.com/kissmyshades/statuses/243045298849587200,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":563745656,""name"":""Martyn Crooks "",""indices"":[0,14],""screen_name"":""Factory_Foddr"",""id_str"":""563745656""}]}",1
zolpidem,PinedaChaparro,Mi amenazado es..... Eres tu ZOLPIDEM,04/09/2012 16:36:19,"loc: 7.08354,-73.107007",es,190063288,243024703697063936 ,,0,"Tue, 04 Sep 2012 16:36:19 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2534680830/image_normal.jpg,http://twitter.com/PinedaChaparro/statuses/243024703697063936,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
warfarin,jmb0731,"@kimbernadeth vitamin k dn un, antidote ng warfarin. Di b pwede mgzoom habang kukuha ng pics?",04/09/2012 15:35:43,"loc: 14.608033,120.997135",tl,88179631,243009453971107840 ,kimbernadeth,230681109,"Tue, 04 Sep 2012 15:35:43 +0000",243008976550236160,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2576385163/uxQUY96h_normal,http://twitter.com/jmb0731/statuses/243009453971107840,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":230681109,""name"":""KIMagbayani"",""indices"":[0,13],""screen_name"":""kimbernadeth"",""id_str"":""230681109""}]}",1
amoxicillin,alexandrabetras,@Black_Ty09 @amoxicillin_ come steal me out of class.,04/09/2012 14:10:21,"loc: 41.105133,-80.644152",en,187759661,242987969319944192 ,Black_Ty09,443493863,"Tue, 04 Sep 2012 14:10:21 +0000",242987512094683136,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2281807425/image_normal.jpg,http://twitter.com/alexandrabetras/statuses/242987969319944192,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":443493863,""name"":""Tyterieon Wright"",""indices"":[0,11],""screen_name"":""Black_Ty09"",""id_str"":""443493863""},{""id"":424744990,""name"":""Tyler Moxley"",""indices"":[12,25],""screen_name"":""amoxicillin_"",""id_str"":""424744990""}]}",1
amoxicillin,SeanGlennon_,A weeks worth of Amoxicillin to try and fix my chest and lungs. #doped,04/09/2012 09:33:26,"loc: 53.353499,-2.896908",en,109807981,242918282997411840 ,,0,"Tue, 04 Sep 2012 09:33:26 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2442205948/image_normal.jpg,http://twitter.com/SeanGlennon_/statuses/242918282997411840,"{""urls"":[],""hashtags"":[{""text"":""doped"",""indices"":[64,70]}],""user_mentions"":[]}",1
alprazolam,lasherale,Alprazolam dammi la forza!,04/09/2012 07:15:46,"loc: 45.396728,10.303843",it,397128288,242883637140410368 ,,0,"Tue, 04 Sep 2012 07:15:46 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2499459121/s3rhwebd4u9pk3726tt9_normal.jpeg,http://twitter.com/lasherale/statuses/242883637140410368,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,Mheadley8,@martin_grude927 hydrocodone cough syrup,04/09/2012 06:41:28,"loc: 35.827589,-86.372075",en,300657662,242875006571388928 ,martin_grude927,372923395,"Tue, 04 Sep 2012 06:41:28 +0000",242869921678249984,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2486950597/image_normal.jpg,http://twitter.com/Mheadley8/statuses/242875006571388928,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":372923395,""name"":""Martin Grude"",""indices"":[0,16],""screen_name"":""martin_grude927"",""id_str"":""372923395""}]}",1
Lipitor,secondbaseman,“@T_Parkins: #Bacon wrapped filets. #Grilling on #LaborDay !! http://t.co/LbnQ1uOB”served with a Lipitor?,04/09/2012 02:36:04,"loc: 41.91964,-87.660145",en,19009248,242813250985684993 ,,0,"Tue, 04 Sep 2012 02:36:04 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/424701844/29881_normal.gif,http://twitter.com/secondbaseman/statuses/242813250985684993,"{""urls"":[{""expanded_url"":""http://instagr.am/p/PIwMIQCPpX/"",""indices"":[62,82],""display_url"":""instagr.am/p/PIwMIQCPpX/"",""url"":""http://t.co/LbnQ1uOB""}],""hashtags"":[{""text"":""Bacon"",""indices"":[13,19]},{""text"":""Grilling"",""indices"":[36,45]},{""text"":""LaborDay"",""indices"":[49,58]}],""user_mentions"":[{""id"":491897755,""name"":""T Parkins"",""indices"":[1,11],""screen_name"":""T_Parkins"",""id_str"":""491897755""}]}",1
hydrochlorothiazide,Obka,Note to self: don't confuse Hydrochlorothiazide with Seroquel!,04/09/2012 01:17:49,"loc: 43.098068,-89.367148",en,49746104,242793556018855936 ,,0,"Tue, 04 Sep 2012 01:17:49 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/290950056/elvismic_normal.jpg,http://twitter.com/Obka/statuses/242793556018855936,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
warfarin,naeemalshoaibi,"@s3yler 
 She needs blood thinner either warfarin or pradax( better)
Yearly echo for flu
Cont. medication(BB) for rate control",03/09/2012 22:49:45,"loc: 43.000666,-81.320945",en,308274454,242756295864770562 ,s3yler,361297089,"Mon, 03 Sep 2012 22:49:45 +0000",242754762951512067,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2400876266/image_normal.jpg,http://twitter.com/naeemalshoaibi/statuses/242756295864770562,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":361297089,""name"":""Hassan"",""indices"":[0,7],""screen_name"":""s3yler"",""id_str"":""361297089""}]}",1
hydrocodone,kDuuuubsz,"@DontTestMeBroo lol oh well. Snorted that, then popped a hydrocodone, this bitch was feeling too bomb.",03/09/2012 15:41:31,"loc: 36.050776,-115.237514",en,376026509,242648527791063040 ,DontTestMeBroo,607240363,"Mon, 03 Sep 2012 15:41:31 +0000",242647959865540608,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2566511837/yr7m5bcvqpmkrfo8sxly_normal.jpeg,http://twitter.com/kDuuuubsz/statuses/242648527791063040,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":607240363,""name"":""DR_SW@GG"",""indices"":[0,15],""screen_name"":""DontTestMeBroo"",""id_str"":""607240363""}]}",1
Lipitor,andychristo,@sivani_ @mraparmar Didn't have heart to tell him that all Lipitor is centrally produced before European distribution! He was happy though!,03/09/2012 15:01:46,"loc: 55.834891,-4.268014",en,82944536,242638522798985216 ,sivani_,289839829,"Mon, 03 Sep 2012 15:01:46 +0000",242638150474821632,&lt;a href=&quot;http://www.handmark.com&quot;&gt;TweetCaster for iOS&lt;/a&gt;,http://a0.twimg.com/profile_images/1961292597/DSCF3381_normal.jpg,http://twitter.com/andychristo/statuses/242638522798985216,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":289839829,""name"":""Sivani"",""indices"":[0,8],""screen_name"":""sivani_"",""id_str"":""289839829""},{""id"":76448546,""name"":""Amish Parmar"",""indices"":[9,19],""screen_name"":""mraparmar"",""id_str"":""76448546""}]}",1
Lipitor,andychristo,"@sivani_ @mraparmar Mind you, I had one patient who would only take the German PI of Lipitor. Wouldn't take UK pack - too many side effects!",03/09/2012 14:56:19,"loc: 55.834855,-4.268053",en,82944536,242637151228030976 ,sivani_,289839829,"Mon, 03 Sep 2012 14:56:19 +0000",242636249796579330,&lt;a href=&quot;http://www.handmark.com&quot;&gt;TweetCaster for iOS&lt;/a&gt;,http://a0.twimg.com/profile_images/1961292597/DSCF3381_normal.jpg,http://twitter.com/andychristo/statuses/242637151228030976,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":289839829,""name"":""Sivani"",""indices"":[0,8],""screen_name"":""sivani_"",""id_str"":""289839829""},{""id"":76448546,""name"":""Amish Parmar"",""indices"":[9,19],""screen_name"":""mraparmar"",""id_str"":""76448546""}]}",1
alprazolam,olguiwentz,@MacTheHate jajajajaja ya he ido al loquero!!! Ya no tengo alprazolam... :(,03/09/2012 12:44:46,"loc: 37.322479,-5.932538",es,119412224,242604044420542465 ,MacTheHate,457419746,"Mon, 03 Sep 2012 12:44:46 +0000",242603758243160065,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2534646710/KQB6SfYc_normal,http://twitter.com/olguiwentz/statuses/242604044420542465,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":457419746,""name"":""Mac is asddfgf."",""indices"":[0,11],""screen_name"":""MacTheHate"",""id_str"":""457419746""}]}",1
metformin,tine_me,@kapekips anong metformin?,03/09/2012 07:41:38,"loc: 14.605971,120.985153",en,70732802,242527758754922497 ,kapekips,42377469,"Mon, 03 Sep 2012 07:41:38 +0000",242526992258433025,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/421951818/twitter_pic_normal.JPG,http://twitter.com/tine_me/statuses/242527758754922497,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":42377469,""name"":""kiefer ninonuevo"",""indices"":[0,9],""screen_name"":""kapekips"",""id_str"":""42377469""}]}",1
alprazolam,T_Money75,"@K_Engel03 Heath Ledger: oxycodone, hydrocodone, diazepam, temazepam, alprazolam and doxylamine.",03/09/2012 05:44:37,"loc: 38.301167,-120.27042",id,36279232,242498312475901953 ,K_Engel03,411861521,"Mon, 03 Sep 2012 05:44:37 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2446783487/image_normal.jpg,http://twitter.com/T_Money75/statuses/242498312475901953,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":411861521,""name"":""Keaton Engel"",""indices"":[0,10],""screen_name"":""K_Engel03"",""id_str"":""411861521""}]}",1
hydrocodone,T_Money75,"@K_Engel03 Heath Ledger: oxycodone, hydrocodone, diazepam, temazepam, alprazolam and doxylamine.",03/09/2012 05:44:37,"loc: 38.301167,-120.27042",id,36279232,242498312475901953 ,K_Engel03,411861521,"Mon, 03 Sep 2012 05:44:37 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2446783487/image_normal.jpg,http://twitter.com/T_Money75/statuses/242498312475901953,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":411861521,""name"":""Keaton Engel"",""indices"":[0,10],""screen_name"":""K_Engel03"",""id_str"":""411861521""}]}",1
amoxicillin,jwilson725,We're as close as the vena cava &amp; the aorta! We're best friends like amoxicillin &amp; clavulanic acid! @emmyriggs @joshroberts989 @the_aaronp,03/09/2012 04:21:34,"loc: 40.008748,-82.9983",en,320596968,242477410581352448 ,,0,"Mon, 03 Sep 2012 04:21:34 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1728068273/lksahcksjhd_023_normal.JPG,http://twitter.com/jwilson725/statuses/242477410581352448,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":53285881,""name"":""Emily"",""indices"":[108,118],""screen_name"":""emmyriggs"",""id_str"":""53285881""},{""id"":35873645,""name"":""Josh Roberts"",""indices"":[119,134],""screen_name"":""joshroberts989"",""id_str"":""35873645""},{""id"":286961255,""name"":""Aaron Phillips"",""indices"":[135,146],""screen_name"":""the_aaronp"",""id_str"":""286961255""}]}",1
simvastatin,sasongkosazz,"Alhamdulillah ... Amlodiphine 10mg, Simvastatin 10mg n' paracetamol 500mg setiap harinya ...",03/09/2012 00:54:45,"loc: -6.95868,110.40656",id,230908677,242425362867421184 ,,0,"Mon, 03 Sep 2012 00:54:45 +0000",,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2567341772/IMG-20120830-003761_normal.jpg,http://twitter.com/sasongkosazz/statuses/242425362867421184,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,porcelainqueen_,a side effect of amoxicillin is itchiness al over. I'm scratching my whole body and everyone at the shows gonna think I have fleas or s/t,02/09/2012 21:24:14,"loc: 32.679258,-97.361234",en,356629548,242372386987577344 ,,0,"Sun, 02 Sep 2012 21:24:14 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2507776822/image_normal.jpg,http://twitter.com/porcelainqueen_/statuses/242372386987577344,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,Dirk_Digglerr,My grandfather about killed me driving on hydrocodone ahhhhh #Wtf #dnc #charlottewatchout,02/09/2012 15:47:03,"loc: 35.286652,-80.773409",en,397074245,242287532556029953 ,,0,"Sun, 02 Sep 2012 15:47:03 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2440501552/o3lsmv153urwh2yjrmtn_normal.jpeg,http://twitter.com/Dirk_Digglerr/statuses/242287532556029953,"{""urls"":[],""hashtags"":[{""text"":""Wtf"",""indices"":[61,65]},{""text"":""dnc"",""indices"":[66,70]},{""text"":""charlottewatchout"",""indices"":[71,89]}],""user_mentions"":[]}",1
azithromycin,andychristo,"@MrDispenser Ooooh. Been there. Awkward moment, especially as it was for a stat dose of Azithromycin...",02/09/2012 11:58:26,"loc: 55.79721,-4.0992",en,82944536,242229996347858944 ,MrDispenser,349932046,"Sun, 02 Sep 2012 11:58:26 +0000",242225061031985152,&lt;a href=&quot;http://www.handmark.com&quot;&gt;TweetCaster for iOS&lt;/a&gt;,http://a0.twimg.com/profile_images/1961292597/DSCF3381_normal.jpg,http://twitter.com/andychristo/statuses/242229996347858944,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":349932046,""name"":""Mr Dispenser"",""indices"":[0,12],""screen_name"":""MrDispenser"",""id_str"":""349932046""}]}",1
simvastatin,DearFarx,Simvastatin (@ Rose Pharmacy) http://t.co/PvhndUsM,02/09/2012 10:11:27,"loc: 9.642806,123.856274",de,269536213,242203072292597760 ,,0,"Sun, 02 Sep 2012 10:11:27 +0000",,&lt;a href=&quot;http://foursquare.com&quot;&gt;foursquare&lt;/a&gt;,http://a0.twimg.com/profile_images/2441424749/9xe9kmt1cf1nlu5kc0z5_normal.jpeg,http://twitter.com/DearFarx/statuses/242203072292597760,"{""urls"":[{""expanded_url"":""http://4sq.com/N6yTPC"",""indices"":[30,50],""display_url"":""4sq.com/N6yTPC"",""url"":""http://t.co/PvhndUsM""}],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,StraitUp_,"OH! ""@_spell: @StraitUp_ 'Amoxicillin' could be Maximilian, Maximilien or Excelling.""",02/09/2012 07:42:59,"loc: 34.787254,-86.573413",en,52211059,242165712578281472 ,,0,"Sun, 02 Sep 2012 07:42:59 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2568459085/5T3OhuC7_normal,http://twitter.com/StraitUp_/statuses/242165712578281472,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":38113411,""name"":""_spell"",""indices"":[5,12],""screen_name"":""_spell"",""id_str"":""38113411""},{""id"":52211059,""name"":""Shaiheatrice Strait"",""indices"":[14,24],""screen_name"":""StraitUp_"",""id_str"":""52211059""}]}",1
amoxicillin,StraitUp_,Amoxicillin(sp?) works too!,02/09/2012 07:39:13,"loc: 34.787254,-86.573413",en,52211059,242164765433147394 ,,0,"Sun, 02 Sep 2012 07:39:13 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2568459085/5T3OhuC7_normal,http://twitter.com/StraitUp_/statuses/242164765433147394,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,BITEMYKANDIBABY,"#smiles I look #faded #hair #blue #love #lol #hydrocodone   @ Georgetown, ga http://t.co/ddqj9uuo",01/09/2012 23:32:38,"loc: 31.876586,-85.150812",en,200390839,242042311729623042 ,,0,"Sat, 01 Sep 2012 23:32:38 +0000",,&lt;a href=&quot;http://instagr.am&quot;&gt;Instagram&lt;/a&gt;,http://a0.twimg.com/profile_images/2464736173/U4XDCLmv_normal,http://twitter.com/BITEMYKANDIBABY/statuses/242042311729623042,"{""urls"":[{""expanded_url"":""http://instagr.am/p/PDRy5hP--h/"",""indices"":[77,97],""display_url"":""instagr.am/p/PDRy5hP--h/"",""url"":""http://t.co/ddqj9uuo""}],""hashtags"":[{""text"":""smiles"",""indices"":[0,7]},{""text"":""faded"",""indices"":[15,21]},{""text"":""hair"",""indices"":[22,27]},{""text"":""blue"",""indices"":[28,33]},{""text"":""love"",""indices"":[34,39]},{""text"":""lol"",""indices"":[40,44]},{""text"":""hydrocodone"",""indices"":[45,57]}],""user_mentions"":[]}",1
hydrocodone,porcelainqueen_,I can't take the hydrocodone I'm prescribed with because it makes me throw up more than it fixes the pain and idk I just am in lots of pain,01/09/2012 22:04:47,"loc: 32.678987,-97.361359",en,356629548,242020200952778752 ,,0,"Sat, 01 Sep 2012 22:04:47 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2507776822/image_normal.jpg,http://twitter.com/porcelainqueen_/statuses/242020200952778752,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,PerfectAtWorst,"@QuotidBuncombe good. I'm on amoxicillin, 600 mg of ibuprofen and my mom said 7.5 perks..",01/09/2012 15:04:26,"loc: 41.939061,-71.680332",en,286767591,241914416449331203 ,QuotidBuncombe,545635178,"Sat, 01 Sep 2012 15:04:26 +0000",241913994707890177,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2356385094/bOq7nQ37_normal,http://twitter.com/PerfectAtWorst/statuses/241914416449331203,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":545635178,""name"":""QuotidianBuncombe"",""indices"":[0,15],""screen_name"":""QuotidBuncombe"",""id_str"":""545635178""}]}",1
zolpidem,Kkoetz1,"Had the two z's to help me sleep last night, zanaflex and zolpidem.   :-)",01/09/2012 13:14:58,"loc: 45.014748,-92.991232",en,182161158,241886868663324672 ,,0,"Sat, 01 Sep 2012 13:14:58 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/1117929355/Green_Sea_Turtle_normal.jpg,http://twitter.com/Kkoetz1/statuses/241886868663324672,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
